time;P;;;;;;;;;;
20200706:0511;117648.0;;;;;;;;;;
20200706:0611;161982.0;;;;;;;;;;
20200706:0711;536418.0;;;;;;;;;;
20200706:0811;668034.0;;;;;;;;;;
20200706:0911;1020924.0;;;;;;;;;;
20200706:1011;104562.0;;;;;;;;;;
20200706:1111;191268.0;;;;;;;;;;
20200706:1211;748440.0;;;;;;;;;;
20200706:1311;427770.0;;;;;;;;;;
20200706:1411;136062.0;;;;;;;;;;
20200706:1511;202284.0;;;;;;;;;;
20200706:1611;636264.0;;;;;;;;;;
20200706:1711;290736.0;;;;;;;;;;
20200706:1811;54144.0;;;;;;;;;;
20200706:1911;4356.0;;;;;;;;;;
20200706:2011;0.0;;;;;;;;;;
20200706:2111;0.0;;;;;;;;;;
20200706:2211;0.0;;;;;;;;;;
20200706:2311;0.0;;;;;;;;;;
20200707:0011;0.0;;;;;;;;;;
20200707:0111;0.0;;;;;;;;;;
20200707:0211;0.0;;;;;;;;;;
20200707:0311;0.0;;;;;;;;;;
20200707:0411;48636.0;;;;;;;;;;
20200707:0511;115074.0;;;;;;;;;;
20200707:0611;378918.0;;;;;;;;;;
20200707:0711;641484.0;;;;;;;;;;
20200707:0811;721800.0;;;;;;;;;;
20200707:0911;696942.0;;;;;;;;;;
20200707:1011;683370.0;;;;;;;;;;
20200707:1111;856548.0;;;;;;;;;;
20200707:1211;1208430.0;;;;;;;;;;
20200707:1311;990000.0;;;;;;;;;;
20200707:1411;932346.0;;;;;;;;;;
20200707:1511;780570.0;;;;;;;;;;
20200707:1611;134280.0;;;;;;;;;;
20200707:1711;84708.0;;;;;;;;;;
20200707:1811;30168.0;;;;;;;;;;
20200707:1911;2718.0;;;;;;;;;;
20200707:2011;0.0;;;;;;;;;;
20200707:2111;0.0;;;;;;;;;;
20200707:2211;0.0;;;;;;;;;;
20200707:2311;0.0;;;;;;;;;;
20200708:0011;0.0;;;;;;;;;;
20200708:0111;0.0;;;;;;;;;;
20200708:0211;0.0;;;;;;;;;;
20200708:0311;0.0;;;;;;;;;;
20200708:0411;10206.0;;;;;;;;;;
20200708:0511;12960.0;;;;;;;;;;
20200708:0611;72414.0;;;;;;;;;;
20200708:0711;138240.0;;;;;;;;;;
20200708:0811;222084.0;;;;;;;;;;
20200708:0911;381960.0;;;;;;;;;;
20200708:1011;417960.0;;;;;;;;;;
20200708:1111;377082.0;;;;;;;;;;
20200708:1211;642654.0;;;;;;;;;;
20200708:1311;793224.0;;;;;;;;;;
20200708:1411;391212.0;;;;;;;;;;
20200708:1511;178002.0;;;;;;;;;;
20200708:1611;253998.0;;;;;;;;;;
20200708:1711;203094.0;;;;;;;;;;
20200708:1811;12726.0;;;;;;;;;;
20200708:1911;1206.0;;;;;;;;;;
20200708:2011;0.0;;;;;;;;;;
20200708:2111;0.0;;;;;;;;;;
20200708:2211;0.0;;;;;;;;;;
20200708:2311;0.0;;;;;;;;;;
20200709:0011;0.0;;;;;;;;;;
20200709:0111;0.0;;;;;;;;;;
20200709:0211;0.0;;;;;;;;;;
20200709:0311;0.0;;;;;;;;;;
20200709:0411;1242.0;;;;;;;;;;
20200709:0511;50202.0;;;;;;;;;;
20200709:0611;90162.0;;;;;;;;;;
20200709:0711;376974.0;;;;;;;;;;
20200709:0811;318528.0;;;;;;;;;;
20200709:0911;271890.0;;;;;;;;;;
20200709:1011;141120.0;;;;;;;;;;
20200709:1111;168552.0;;;;;;;;;;
20200709:1211;351432.0;;;;;;;;;;
20200709:1311;267336.0;;;;;;;;;;
20200709:1411;279990.0;;;;;;;;;;
20200709:1511;551160.0;;;;;;;;;;
20200709:1611;204984.0;;;;;;;;;;
20200709:1711;91638.0;;;;;;;;;;
20200709:1811;27648.0;;;;;;;;;;
20200709:1911;0.0;;;;;;;;;;
20200709:2011;0.0;;;;;;;;;;
20200709:2111;0.0;;;;;;;;;;
20200709:2211;0.0;;;;;;;;;;
20200709:2311;0.0;;;;;;;;;;
20200710:0011;0.0;;;;;;;;;;
20200710:0111;0.0;;;;;;;;;;
20200710:0211;0.0;;;;;;;;;;
20200710:0311;0.0;;;;;;;;;;
20200710:0411;522.0;;;;;;;;;;
20200710:0511;20556.0;;;;;;;;;;
20200710:0611;80550.0;;;;;;;;;;
20200710:0711;217350.0;;;;;;;;;;
20200710:0811;609822.0;;;;;;;;;;
20200710:0911;547092.0;;;;;;;;;;
20200710:1011;959958.0;;;;;;;;;;
20200710:1111;833886.0;;;;;;;;;;
20200710:1211;702090.0;;;;;;;;;;
20200710:1311;522702.0;;;;;;;;;;
20200710:1411;140904.0;;;;;;;;;;
20200710:1511;141606.0;;;;;;;;;;
20200710:1611;123606.0;;;;;;;;;;
20200710:1711;18342.0;;;;;;;;;;
20200710:1811;62892.0;;;;;;;;;;
20200710:1911;0.0;;;;;;;;;;
20200710:2011;0.0;;;;;;;;;;
20200710:2111;0.0;;;;;;;;;;
20200710:2211;0.0;;;;;;;;;;
20200710:2311;0.0;;;;;;;;;;
20200711:0011;0.0;;;;;;;;;;
20200711:0111;0.0;;;;;;;;;;
20200711:0211;0.0;;;;;;;;;;
20200711:0311;0.0;;;;;;;;;;
20200711:0411;46332.0;;;;;;;;;;
20200711:0511;94230.0;;;;;;;;;;
20200711:0611;392850.0;;;;;;;;;;
20200711:0711;709740.0;;;;;;;;;;
20200711:0811;833220.0;;;;;;;;;;
20200711:0911;1099908.0;;;;;;;;;;
20200711:1011;1138482.0;;;;;;;;;;
20200711:1111;714366.0;;;;;;;;;;
20200711:1211;702108.0;;;;;;;;;;
20200711:1311;989676.0;;;;;;;;;;
20200711:1411;953928.0;;;;;;;;;;
20200711:1511;626634.0;;;;;;;;;;
20200711:1611;138168.0;;;;;;;;;;
20200711:1711;161892.0;;;;;;;;;;
20200711:1811;33804.0;;;;;;;;;;
20200711:1911;0.0;;;;;;;;;;
20200711:2011;0.0;;;;;;;;;;
20200711:2111;0.0;;;;;;;;;;
20200711:2211;0.0;;;;;;;;;;
20200711:2311;0.0;;;;;;;;;;
20200712:0011;0.0;;;;;;;;;;
20200712:0111;0.0;;;;;;;;;;
20200712:0211;0.0;;;;;;;;;;
20200712:0311;0.0;;;;;;;;;;
20200712:0411;46296.0;;;;;;;;;;
20200712:0511;95814.0;;;;;;;;;;
20200712:0611;387738.0;;;;;;;;;;
20200712:0711;669204.0;;;;;;;;;;
20200712:0811;742824.0;;;;;;;;;;
20200712:0911;754758.0;;;;;;;;;;
20200712:1011;810486.0;;;;;;;;;;
20200712:1111;962676.0;;;;;;;;;;
20200712:1211;829962.0;;;;;;;;;;
20200712:1311;1014012.0;;;;;;;;;;
20200712:1411;924408.0;;;;;;;;;;
20200712:1511;545346.0;;;;;;;;;;
20200712:1611;305820.0;;;;;;;;;;
20200712:1711;189360.0;;;;;;;;;;
20200712:1811;71028.0;;;;;;;;;;
20200712:1911;0.0;;;;;;;;;;
20200712:2011;0.0;;;;;;;;;;
20200712:2111;0.0;;;;;;;;;;
20200712:2211;0.0;;;;;;;;;;
20200712:2311;0.0;;;;;;;;;;
20200713:0011;0.0;;;;;;;;;;
20200713:0111;0.0;;;;;;;;;;
20200713:0211;0.0;;;;;;;;;;
20200713:0311;0.0;;;;;;;;;;
20200713:0411;44640.0;;;;;;;;;;
20200713:0511;101538.0;;;;;;;;;;
20200713:0611;373950.0;;;;;;;;;;
20200713:0711;689886.0;;;;;;;;;;
20200713:0811;961632.0;;;;;;;;;;
20200713:0911;994896.0;;;;;;;;;;
20200713:1011;1255500.0;;;;;;;;;;
20200713:1111;1340838.0;;;;;;;;;;
20200713:1211;1332900.0;;;;;;;;;;
20200713:1311;1252980.0;;;;;;;;;;
20200713:1411;1079424.0;;;;;;;;;;
20200713:1511;864540.0;;;;;;;;;;
20200713:1611;612864.0;;;;;;;;;;
20200713:1711;275166.0;;;;;;;;;;
20200713:1811;49446.0;;;;;;;;;;
20200713:1911;0.0;;;;;;;;;;
20200713:2011;0.0;;;;;;;;;;
20200713:2111;0.0;;;;;;;;;;
20200713:2211;0.0;;;;;;;;;;
20200713:2311;0.0;;;;;;;;;;
20200714:0011;0.0;;;;;;;;;;
20200714:0111;0.0;;;;;;;;;;
20200714:0211;0.0;;;;;;;;;;
20200714:0311;0.0;;;;;;;;;;
20200714:0411;42876.0;;;;;;;;;;
20200714:0511;100116.0;;;;;;;;;;
20200714:0611;365292.0;;;;;;;;;;
20200714:0711;669204.0;;;;;;;;;;
20200714:0811;925524.0;;;;;;;;;;
20200714:0911;836028.0;;;;;;;;;;
20200714:1011;272106.0;;;;;;;;;;
20200714:1111;981702.0;;;;;;;;;;
20200714:1211;674244.0;;;;;;;;;;
20200714:1311;771588.0;;;;;;;;;;
20200714:1411;845874.0;;;;;;;;;;
20200714:1511;492570.0;;;;;;;;;;
20200714:1611;72630.0;;;;;;;;;;
20200714:1711;90378.0;;;;;;;;;;
20200714:1811;65826.0;;;;;;;;;;
20200714:1911;0.0;;;;;;;;;;
20200714:2011;0.0;;;;;;;;;;
20200714:2111;0.0;;;;;;;;;;
20200714:2211;0.0;;;;;;;;;;
20200714:2311;0.0;;;;;;;;;;
20200715:0011;0.0;;;;;;;;;;
20200715:0111;0.0;;;;;;;;;;
20200715:0211;0.0;;;;;;;;;;
20200715:0311;0.0;;;;;;;;;;
20200715:0411;14292.0;;;;;;;;;;
20200715:0511;51390.0;;;;;;;;;;
20200715:0611;59418.0;;;;;;;;;;
20200715:0711;88470.0;;;;;;;;;;
20200715:0811;171918.0;;;;;;;;;;
20200715:0911;180414.0;;;;;;;;;;
20200715:1011;116244.0;;;;;;;;;;
20200715:1111;307980.0;;;;;;;;;;
20200715:1211;219420.0;;;;;;;;;;
20200715:1311;176328.0;;;;;;;;;;
20200715:1411;290898.0;;;;;;;;;;
20200715:1511;275382.0;;;;;;;;;;
20200715:1611;194220.0;;;;;;;;;;
20200715:1711;143424.0;;;;;;;;;;
20200715:1811;64980.0;;;;;;;;;;
20200715:1911;0.0;;;;;;;;;;
20200715:2011;0.0;;;;;;;;;;
20200715:2111;0.0;;;;;;;;;;
20200715:2211;0.0;;;;;;;;;;
20200715:2311;0.0;;;;;;;;;;
20200716:0011;0.0;;;;;;;;;;
20200716:0111;0.0;;;;;;;;;;
20200716:0211;0.0;;;;;;;;;;
20200716:0311;0.0;;;;;;;;;;
20200716:0411;36972.0;;;;;;;;;;
20200716:0511;135360.0;;;;;;;;;;
20200716:0611;358938.0;;;;;;;;;;
20200716:0711;696114.0;;;;;;;;;;
20200716:0811;894798.0;;;;;;;;;;
20200716:0911;951840.0;;;;;;;;;;
20200716:1011;326448.0;;;;;;;;;;
20200716:1111;345348.0;;;;;;;;;;
20200716:1211;729504.0;;;;;;;;;;
20200716:1311;842670.0;;;;;;;;;;
20200716:1411;719154.0;;;;;;;;;;
20200716:1511;706698.0;;;;;;;;;;
20200716:1611;295974.0;;;;;;;;;;
20200716:1711;168804.0;;;;;;;;;;
20200716:1811;65214.0;;;;;;;;;;
20200716:1911;0.0;;;;;;;;;;
20200716:2011;0.0;;;;;;;;;;
20200716:2111;0.0;;;;;;;;;;
20200716:2211;0.0;;;;;;;;;;
20200716:2311;0.0;;;;;;;;;;
20200717:0011;0.0;;;;;;;;;;
20200717:0111;0.0;;;;;;;;;;
20200717:0211;0.0;;;;;;;;;;
20200717:0311;0.0;;;;;;;;;;
20200717:0411;10260.0;;;;;;;;;;
20200717:0511;93654.0;;;;;;;;;;
20200717:0611;362826.0;;;;;;;;;;
20200717:0711;671472.0;;;;;;;;;;
20200717:0811;883260.0;;;;;;;;;;
20200717:0911;1164402.0;;;;;;;;;;
20200717:1011;1265058.0;;;;;;;;;;
20200717:1111;1339668.0;;;;;;;;;;
20200717:1211;586908.0;;;;;;;;;;
20200717:1311;238590.0;;;;;;;;;;
20200717:1411;590364.0;;;;;;;;;;
20200717:1511;634266.0;;;;;;;;;;
20200717:1611;473724.0;;;;;;;;;;
20200717:1711;240084.0;;;;;;;;;;
20200717:1811;60930.0;;;;;;;;;;
20200717:1911;0.0;;;;;;;;;;
20200717:2011;0.0;;;;;;;;;;
20200717:2111;0.0;;;;;;;;;;
20200717:2211;0.0;;;;;;;;;;
20200717:2311;0.0;;;;;;;;;;
20200718:0011;0.0;;;;;;;;;;
20200718:0111;0.0;;;;;;;;;;
20200718:0211;0.0;;;;;;;;;;
20200718:0311;0.0;;;;;;;;;;
20200718:0411;36594.0;;;;;;;;;;
20200718:0511;96246.0;;;;;;;;;;
20200718:0611;352278.0;;;;;;;;;;
20200718:0711;655668.0;;;;;;;;;;
20200718:0811;862200.0;;;;;;;;;;
20200718:0911;953730.0;;;;;;;;;;
20200718:1011;949608.0;;;;;;;;;;
20200718:1111;880542.0;;;;;;;;;;
20200718:1211;377838.0;;;;;;;;;;
20200718:1311;415404.0;;;;;;;;;;
20200718:1411;463896.0;;;;;;;;;;
20200718:1511;617958.0;;;;;;;;;;
20200718:1611;492192.0;;;;;;;;;;
20200718:1711;218142.0;;;;;;;;;;
20200718:1811;56592.0;;;;;;;;;;
20200718:1911;0.0;;;;;;;;;;
20200718:2011;0.0;;;;;;;;;;
20200718:2111;0.0;;;;;;;;;;
20200718:2211;0.0;;;;;;;;;;
20200718:2311;0.0;;;;;;;;;;
20200719:0011;0.0;;;;;;;;;;
20200719:0111;0.0;;;;;;;;;;
20200719:0211;0.0;;;;;;;;;;
20200719:0311;0.0;;;;;;;;;;
20200719:0411;33786.0;;;;;;;;;;
20200719:0511;105966.0;;;;;;;;;;
20200719:0611;286488.0;;;;;;;;;;
20200719:0711;493542.0;;;;;;;;;;
20200719:0811;750798.0;;;;;;;;;;
20200719:0911;962640.0;;;;;;;;;;
20200719:1011;896598.0;;;;;;;;;;
20200719:1111;909270.0;;;;;;;;;;
20200719:1211;1022760.0;;;;;;;;;;
20200719:1311;776520.0;;;;;;;;;;
20200719:1411;726516.0;;;;;;;;;;
20200719:1511;435636.0;;;;;;;;;;
20200719:1611;402750.0;;;;;;;;;;
20200719:1711;238392.0;;;;;;;;;;
20200719:1811;43326.0;;;;;;;;;;
20200719:1911;0.0;;;;;;;;;;
20200719:2011;0.0;;;;;;;;;;
20200719:2111;0.0;;;;;;;;;;
20200719:2211;0.0;;;;;;;;;;
20200719:2311;0.0;;;;;;;;;;
20200720:0011;0.0;;;;;;;;;;
20200720:0111;0.0;;;;;;;;;;
20200720:0211;0.0;;;;;;;;;;
20200720:0311;0.0;;;;;;;;;;
20200720:0411;9954.0;;;;;;;;;;
20200720:0511;9468.0;;;;;;;;;;
20200720:0611;37638.0;;;;;;;;;;
20200720:0711;592200.0;;;;;;;;;;
20200720:0811;477378.0;;;;;;;;;;
20200720:0911;834714.0;;;;;;;;;;
20200720:1011;281646.0;;;;;;;;;;
20200720:1111;548082.0;;;;;;;;;;
20200720:1211;395244.0;;;;;;;;;;
20200720:1311;147798.0;;;;;;;;;;
20200720:1411;764262.0;;;;;;;;;;
20200720:1511;837810.0;;;;;;;;;;
20200720:1611;460584.0;;;;;;;;;;
20200720:1711;264996.0;;;;;;;;;;
20200720:1811;44262.0;;;;;;;;;;
20200720:1911;0.0;;;;;;;;;;
20200720:2011;0.0;;;;;;;;;;
20200720:2111;0.0;;;;;;;;;;
20200720:2211;0.0;;;;;;;;;;
20200720:2311;0.0;;;;;;;;;;
20200721:0011;0.0;;;;;;;;;;
20200721:0111;0.0;;;;;;;;;;
20200721:0211;0.0;;;;;;;;;;
20200721:0311;0.0;;;;;;;;;;
20200721:0411;4446.0;;;;;;;;;;
20200721:0511;84906.0;;;;;;;;;;
20200721:0611;360792.0;;;;;;;;;;
20200721:0711;696204.0;;;;;;;;;;
20200721:0811;974952.0;;;;;;;;;;
20200721:0911;1198710.0;;;;;;;;;;
20200721:1011;1335852.0;;;;;;;;;;
20200721:1111;1284012.0;;;;;;;;;;
20200721:1211;726462.0;;;;;;;;;;
20200721:1311;1068624.0;;;;;;;;;;
20200721:1411;847476.0;;;;;;;;;;
20200721:1511;568170.0;;;;;;;;;;
20200721:1611;356238.0;;;;;;;;;;
20200721:1711;265230.0;;;;;;;;;;
20200721:1811;48762.0;;;;;;;;;;
20200721:1911;0.0;;;;;;;;;;
20200721:2011;0.0;;;;;;;;;;
20200721:2111;0.0;;;;;;;;;;
20200721:2211;0.0;;;;;;;;;;
20200721:2311;0.0;;;;;;;;;;
20200722:0011;0.0;;;;;;;;;;
20200722:0111;0.0;;;;;;;;;;
20200722:0211;0.0;;;;;;;;;;
20200722:0311;0.0;;;;;;;;;;
20200722:0411;10278.0;;;;;;;;;;
20200722:0511;122778.0;;;;;;;;;;
20200722:0611;276246.0;;;;;;;;;;
20200722:0711;668376.0;;;;;;;;;;
20200722:0811;828486.0;;;;;;;;;;
20200722:0911;885852.0;;;;;;;;;;
20200722:1011;441540.0;;;;;;;;;;
20200722:1111;172458.0;;;;;;;;;;
20200722:1211;414000.0;;;;;;;;;;
20200722:1311;856116.0;;;;;;;;;;
20200722:1411;866736.0;;;;;;;;;;
20200722:1511;771174.0;;;;;;;;;;
20200722:1611;398286.0;;;;;;;;;;
20200722:1711;156816.0;;;;;;;;;;
20200722:1811;53982.0;;;;;;;;;;
20200722:1911;0.0;;;;;;;;;;
20200722:2011;0.0;;;;;;;;;;
20200722:2111;0.0;;;;;;;;;;
20200722:2211;0.0;;;;;;;;;;
20200722:2311;0.0;;;;;;;;;;
20200723:0011;0.0;;;;;;;;;;
20200723:0111;0.0;;;;;;;;;;
20200723:0211;0.0;;;;;;;;;;
20200723:0311;0.0;;;;;;;;;;
20200723:0411;17820.0;;;;;;;;;;
20200723:0511;80982.0;;;;;;;;;;
20200723:0611;262062.0;;;;;;;;;;
20200723:0711;486792.0;;;;;;;;;;
20200723:0811;858186.0;;;;;;;;;;
20200723:0911;1130112.0;;;;;;;;;;
20200723:1011;1350486.0;;;;;;;;;;
20200723:1111;1352286.0;;;;;;;;;;
20200723:1211;1337850.0;;;;;;;;;;
20200723:1311;1264482.0;;;;;;;;;;
20200723:1411;1096956.0;;;;;;;;;;
20200723:1511;891144.0;;;;;;;;;;
20200723:1611;574650.0;;;;;;;;;;
20200723:1711;260208.0;;;;;;;;;;
20200723:1811;39690.0;;;;;;;;;;
20200723:1911;0.0;;;;;;;;;;
20200723:2011;0.0;;;;;;;;;;
20200723:2111;0.0;;;;;;;;;;
20200723:2211;0.0;;;;;;;;;;
20200723:2311;0.0;;;;;;;;;;
20200724:0011;0.0;;;;;;;;;;
20200724:0111;0.0;;;;;;;;;;
20200724:0211;0.0;;;;;;;;;;
20200724:0311;0.0;;;;;;;;;;
20200724:0411;0.0;;;;;;;;;;
20200724:0511;64332.0;;;;;;;;;;
20200724:0611;212292.0;;;;;;;;;;
20200724:0711;200088.0;;;;;;;;;;
20200724:0811;531954.0;;;;;;;;;;
20200724:0911;1039986.0;;;;;;;;;;
20200724:1011;1355724.0;;;;;;;;;;
20200724:1111;1361196.0;;;;;;;;;;
20200724:1211;1153044.0;;;;;;;;;;
20200724:1311;867726.0;;;;;;;;;;
20200724:1411;597150.0;;;;;;;;;;
20200724:1511;776358.0;;;;;;;;;;
20200724:1611;556236.0;;;;;;;;;;
20200724:1711;220086.0;;;;;;;;;;
20200724:1811;49968.0;;;;;;;;;;
20200724:1911;0.0;;;;;;;;;;
20200724:2011;0.0;;;;;;;;;;
20200724:2111;0.0;;;;;;;;;;
20200724:2211;0.0;;;;;;;;;;
20200724:2311;0.0;;;;;;;;;;
20200725:0011;0.0;;;;;;;;;;
20200725:0111;0.0;;;;;;;;;;
20200725:0211;0.0;;;;;;;;;;
20200725:0311;0.0;;;;;;;;;;
20200725:0411;18558.0;;;;;;;;;;
20200725:0511;113886.0;;;;;;;;;;
20200725:0611;142416.0;;;;;;;;;;
20200725:0711;162108.0;;;;;;;;;;
20200725:0811;300456.0;;;;;;;;;;
20200725:0911;893448.0;;;;;;;;;;
20200725:1011;789444.0;;;;;;;;;;
20200725:1111;902376.0;;;;;;;;;;
20200725:1211;765936.0;;;;;;;;;;
20200725:1311;1199340.0;;;;;;;;;;
20200725:1411;734382.0;;;;;;;;;;
20200725:1511;469350.0;;;;;;;;;;
20200725:1611;467316.0;;;;;;;;;;
20200725:1711;238680.0;;;;;;;;;;
20200725:1811;34182.0;;;;;;;;;;
20200725:1911;0.0;;;;;;;;;;
20200725:2011;0.0;;;;;;;;;;
20200725:2111;0.0;;;;;;;;;;
20200725:2211;0.0;;;;;;;;;;
20200725:2311;0.0;;;;;;;;;;
20200726:0011;0.0;;;;;;;;;;
20200726:0111;0.0;;;;;;;;;;
20200726:0211;0.0;;;;;;;;;;
20200726:0311;0.0;;;;;;;;;;
20200726:0411;504.0;;;;;;;;;;
20200726:0511;14670.0;;;;;;;;;;
20200726:0611;32364.0;;;;;;;;;;
20200726:0711;52164.0;;;;;;;;;;
20200726:0811;127242.0;;;;;;;;;;
20200726:0911;140688.0;;;;;;;;;;
20200726:1011;260766.0;;;;;;;;;;
20200726:1111;1161810.0;;;;;;;;;;
20200726:1211;819342.0;;;;;;;;;;
20200726:1311;1258776.0;;;;;;;;;;
20200726:1411;1088172.0;;;;;;;;;;
20200726:1511;854676.0;;;;;;;;;;
20200726:1611;358596.0;;;;;;;;;;
20200726:1711;170424.0;;;;;;;;;;
20200726:1811;46782.0;;;;;;;;;;
20200726:1911;0.0;;;;;;;;;;
20200726:2011;0.0;;;;;;;;;;
20200726:2111;0.0;;;;;;;;;;
20200726:2211;0.0;;;;;;;;;;
20200726:2311;0.0;;;;;;;;;;
20200727:0011;0.0;;;;;;;;;;
20200727:0111;0.0;;;;;;;;;;
20200727:0211;0.0;;;;;;;;;;
20200727:0311;0.0;;;;;;;;;;
20200727:0411;22230.0;;;;;;;;;;
20200727:0511;79740.0;;;;;;;;;;
20200727:0611;326034.0;;;;;;;;;;
20200727:0711;522792.0;;;;;;;;;;
20200727:0811;518706.0;;;;;;;;;;
20200727:0911;955098.0;;;;;;;;;;
20200727:1011;748314.0;;;;;;;;;;
20200727:1111;975402.0;;;;;;;;;;
20200727:1211;596394.0;;;;;;;;;;
20200727:1311;345204.0;;;;;;;;;;
20200727:1411;154242.0;;;;;;;;;;
20200727:1511;85104.0;;;;;;;;;;
20200727:1611;28080.0;;;;;;;;;;
20200727:1711;119484.0;;;;;;;;;;
20200727:1811;45018.0;;;;;;;;;;
20200727:1911;0.0;;;;;;;;;;
20200727:2011;0.0;;;;;;;;;;
20200727:2111;0.0;;;;;;;;;;
20200727:2211;0.0;;;;;;;;;;
20200727:2311;0.0;;;;;;;;;;
20200728:0011;0.0;;;;;;;;;;
20200728:0111;0.0;;;;;;;;;;
20200728:0211;0.0;;;;;;;;;;
20200728:0311;0.0;;;;;;;;;;
20200728:0411;7830.0;;;;;;;;;;
20200728:0511;75402.0;;;;;;;;;;
20200728:0611;102924.0;;;;;;;;;;
20200728:0711;580356.0;;;;;;;;;;
20200728:0811;923706.0;;;;;;;;;;
20200728:0911;775638.0;;;;;;;;;;
20200728:1011;815724.0;;;;;;;;;;
20200728:1111;1362006.0;;;;;;;;;;
20200728:1211;691812.0;;;;;;;;;;
20200728:1311;498762.0;;;;;;;;;;
20200728:1411;981252.0;;;;;;;;;;
20200728:1511;838170.0;;;;;;;;;;
20200728:1611;507006.0;;;;;;;;;;
20200728:1711;248544.0;;;;;;;;;;
20200728:1811;44244.0;;;;;;;;;;
20200728:1911;0.0;;;;;;;;;;
20200728:2011;0.0;;;;;;;;;;
20200728:2111;0.0;;;;;;;;;;
20200728:2211;0.0;;;;;;;;;;
20200728:2311;0.0;;;;;;;;;;
20200729:0011;0.0;;;;;;;;;;
20200729:0111;0.0;;;;;;;;;;
20200729:0211;0.0;;;;;;;;;;
20200729:0311;0.0;;;;;;;;;;
20200729:0411;0.0;;;;;;;;;;
20200729:0511;90954.0;;;;;;;;;;
20200729:0611;323478.0;;;;;;;;;;
20200729:0711;407736.0;;;;;;;;;;
20200729:0811;589518.0;;;;;;;;;;
20200729:0911;310248.0;;;;;;;;;;
20200729:1011;919530.0;;;;;;;;;;
20200729:1111;1045638.0;;;;;;;;;;
20200729:1211;618912.0;;;;;;;;;;
20200729:1311;1073358.0;;;;;;;;;;
20200729:1411;740142.0;;;;;;;;;;
20200729:1511;666882.0;;;;;;;;;;
20200729:1611;463554.0;;;;;;;;;;
20200729:1711;234288.0;;;;;;;;;;
20200729:1811;38304.0;;;;;;;;;;
20200729:1911;0.0;;;;;;;;;;
20200729:2011;0.0;;;;;;;;;;
20200729:2111;0.0;;;;;;;;;;
20200729:2211;0.0;;;;;;;;;;
20200729:2311;0.0;;;;;;;;;;
20200730:0011;0.0;;;;;;;;;;
20200730:0111;0.0;;;;;;;;;;
20200730:0211;0.0;;;;;;;;;;
20200730:0311;0.0;;;;;;;;;;
20200730:0411;17766.0;;;;;;;;;;
20200730:0511;70488.0;;;;;;;;;;
20200730:0611;335970.0;;;;;;;;;;
20200730:0711;672066.0;;;;;;;;;;
20200730:0811;958428.0;;;;;;;;;;
20200730:0911;1186182.0;;;;;;;;;;
20200730:1011;1347264.0;;;;;;;;;;
20200730:1111;1414296.0;;;;;;;;;;
20200730:1211;1315404.0;;;;;;;;;;
20200730:1311;1215630.0;;;;;;;;;;
20200730:1411;1123560.0;;;;;;;;;;
20200730:1511;909792.0;;;;;;;;;;
20200730:1611;148338.0;;;;;;;;;;
20200730:1711;238500.0;;;;;;;;;;
20200730:1811;27486.0;;;;;;;;;;
20200730:1911;0.0;;;;;;;;;;
20200730:2011;0.0;;;;;;;;;;
20200730:2111;0.0;;;;;;;;;;
20200730:2211;0.0;;;;;;;;;;
20200730:2311;0.0;;;;;;;;;;
20200731:0011;0.0;;;;;;;;;;
20200731:0111;0.0;;;;;;;;;;
20200731:0211;0.0;;;;;;;;;;
20200731:0311;0.0;;;;;;;;;;
20200731:0411;16560.0;;;;;;;;;;
20200731:0511;75420.0;;;;;;;;;;
20200731:0611;312678.0;;;;;;;;;;
20200731:0711;618552.0;;;;;;;;;;
20200731:0811;871272.0;;;;;;;;;;
20200731:0911;1061928.0;;;;;;;;;;
20200731:1011;1095462.0;;;;;;;;;;
20200731:1111;1281870.0;;;;;;;;;;
20200731:1211;1271790.0;;;;;;;;;;
20200731:1311;1209564.0;;;;;;;;;;
20200731:1411;1034838.0;;;;;;;;;;
20200731:1511;803358.0;;;;;;;;;;
20200731:1611;520812.0;;;;;;;;;;
20200731:1711;220626.0;;;;;;;;;;
20200731:1811;34920.0;;;;;;;;;;
20200731:1911;0.0;;;;;;;;;;
20200731:2011;0.0;;;;;;;;;;
20200731:2111;0.0;;;;;;;;;;
20200731:2211;0.0;;;;;;;;;;
20200731:2311;0.0;;;;;;;;;;
20200801:0011;0.0;;;;;;;;;;
20200801:0111;0.0;;;;;;;;;;
20200801:0211;0.0;;;;;;;;;;
20200801:0311;0.0;;;;;;;;;;
20200801:0411;15174.0;;;;;;;;;;
20200801:0511;60912.0;;;;;;;;;;
20200801:0611;313722.0;;;;;;;;;;
20200801:0711;637002.0;;;;;;;;;;
20200801:0811;905616.0;;;;;;;;;;
20200801:0911;1108692.0;;;;;;;;;;
20200801:1011;1280160.0;;;;;;;;;;
20200801:1111;1347138.0;;;;;;;;;;
20200801:1211;1286406.0;;;;;;;;;;
20200801:1311;1202598.0;;;;;;;;;;
20200801:1411;682938.0;;;;;;;;;;
20200801:1511;101412.0;;;;;;;;;;
20200801:1611;101880.0;;;;;;;;;;
20200801:1711;142668.0;;;;;;;;;;
20200801:1811;19458.0;;;;;;;;;;
20200801:1911;0.0;;;;;;;;;;
20200801:2011;0.0;;;;;;;;;;
20200801:2111;0.0;;;;;;;;;;
20200801:2211;0.0;;;;;;;;;;
20200801:2311;0.0;;;;;;;;;;
20200802:0011;0.0;;;;;;;;;;
