time;P;;;;;;;;;;
20200321:0711;479052.0;;;;;;;;;;
20200321:0811;453996.0;;;;;;;;;;
20200321:0911;591228.0;;;;;;;;;;
20200321:1011;337896.0;;;;;;;;;;
20200321:1111;216522.0;;;;;;;;;;
20200321:1211;430452.0;;;;;;;;;;
20200321:1311;745920.0;;;;;;;;;;
20200321:1411;614592.0;;;;;;;;;;
20200321:1511;492264.0;;;;;;;;;;
20200321:1611;227754.0;;;;;;;;;;
20200321:1711;0.0;;;;;;;;;;
20200321:1811;0.0;;;;;;;;;;
20200321:1911;0.0;;;;;;;;;;
20200321:2011;0.0;;;;;;;;;;
20200321:2111;0.0;;;;;;;;;;
20200321:2211;0.0;;;;;;;;;;
20200321:2311;0.0;;;;;;;;;;
20200322:0011;0.0;;;;;;;;;;
20200322:0111;0.0;;;;;;;;;;
20200322:0211;0.0;;;;;;;;;;
20200322:0311;0.0;;;;;;;;;;
20200322:0411;0.0;;;;;;;;;;
20200322:0511;0.0;;;;;;;;;;
20200322:0611;108414.0;;;;;;;;;;
20200322:0711;493326.0;;;;;;;;;;
20200322:0811;887796.0;;;;;;;;;;
20200322:0911;1200906.0;;;;;;;;;;
20200322:1011;1350216.0;;;;;;;;;;
20200322:1111;1519416.0;;;;;;;;;;
20200322:1211;1438218.0;;;;;;;;;;
20200322:1311;1368072.0;;;;;;;;;;
20200322:1411;1137132.0;;;;;;;;;;
20200322:1511;807642.0;;;;;;;;;;
20200322:1611;366498.0;;;;;;;;;;
20200322:1711;0.0;;;;;;;;;;
20200322:1811;0.0;;;;;;;;;;
20200322:1911;0.0;;;;;;;;;;
20200322:2011;0.0;;;;;;;;;;
20200322:2111;0.0;;;;;;;;;;
20200322:2211;0.0;;;;;;;;;;
20200322:2311;0.0;;;;;;;;;;
20200323:0011;0.0;;;;;;;;;;
20200323:0111;0.0;;;;;;;;;;
20200323:0211;0.0;;;;;;;;;;
20200323:0311;0.0;;;;;;;;;;
20200323:0411;0.0;;;;;;;;;;
20200323:0511;0.0;;;;;;;;;;
20200323:0611;115164.0;;;;;;;;;;
20200323:0711;497394.0;;;;;;;;;;
20200323:0811;878274.0;;;;;;;;;;
20200323:0911;1182132.0;;;;;;;;;;
20200323:1011;1407636.0;;;;;;;;;;
20200323:1111;1519830.0;;;;;;;;;;
20200323:1211;1500516.0;;;;;;;;;;
20200323:1311;1349352.0;;;;;;;;;;
20200323:1411;1129878.0;;;;;;;;;;
20200323:1511;802728.0;;;;;;;;;;
20200323:1611;365742.0;;;;;;;;;;
20200323:1711;2430.0;;;;;;;;;;
20200323:1811;0.0;;;;;;;;;;
20200323:1911;0.0;;;;;;;;;;
20200323:2011;0.0;;;;;;;;;;
20200323:2111;0.0;;;;;;;;;;
20200323:2211;0.0;;;;;;;;;;
20200323:2311;0.0;;;;;;;;;;
20200324:0011;0.0;;;;;;;;;;
20200324:0111;0.0;;;;;;;;;;
20200324:0211;0.0;;;;;;;;;;
20200324:0311;0.0;;;;;;;;;;
20200324:0411;0.0;;;;;;;;;;
20200324:0511;0.0;;;;;;;;;;
20200324:0611;122724.0;;;;;;;;;;
20200324:0711;500130.0;;;;;;;;;;
20200324:0811;877824.0;;;;;;;;;;
20200324:0911;1172700.0;;;;;;;;;;
20200324:1011;1358784.0;;;;;;;;;;
20200324:1111;1453572.0;;;;;;;;;;
20200324:1211;1426860.0;;;;;;;;;;
20200324:1311;1287882.0;;;;;;;;;;
20200324:1411;1075302.0;;;;;;;;;;
20200324:1511;767016.0;;;;;;;;;;
20200324:1611;363546.0;;;;;;;;;;
20200324:1711;7398.0;;;;;;;;;;
20200324:1811;0.0;;;;;;;;;;
20200324:1911;0.0;;;;;;;;;;
20200324:2011;0.0;;;;;;;;;;
20200324:2111;0.0;;;;;;;;;;
20200324:2211;0.0;;;;;;;;;;
20200324:2311;0.0;;;;;;;;;;
20200325:0011;0.0;;;;;;;;;;
20200325:0111;0.0;;;;;;;;;;
20200325:0211;0.0;;;;;;;;;;
20200325:0311;0.0;;;;;;;;;;
20200325:0411;0.0;;;;;;;;;;
20200325:0511;0.0;;;;;;;;;;
20200325:0611;131778.0;;;;;;;;;;
20200325:0711;520578.0;;;;;;;;;;
20200325:0811;906120.0;;;;;;;;;;
20200325:0911;1212228.0;;;;;;;;;;
20200325:1011;1390446.0;;;;;;;;;;
20200325:1111;1480986.0;;;;;;;;;;
20200325:1211;1472112.0;;;;;;;;;;
20200325:1311;1316268.0;;;;;;;;;;
20200325:1411;1116810.0;;;;;;;;;;
20200325:1511;800226.0;;;;;;;;;;
20200325:1611;376794.0;;;;;;;;;;
20200325:1711;10602.0;;;;;;;;;;
20200325:1811;0.0;;;;;;;;;;
20200325:1911;0.0;;;;;;;;;;
20200325:2011;0.0;;;;;;;;;;
20200325:2111;0.0;;;;;;;;;;
20200325:2211;0.0;;;;;;;;;;
20200325:2311;0.0;;;;;;;;;;
20200326:0011;0.0;;;;;;;;;;
20200326:0111;0.0;;;;;;;;;;
20200326:0211;0.0;;;;;;;;;;
20200326:0311;0.0;;;;;;;;;;
20200326:0411;0.0;;;;;;;;;;
20200326:0511;0.0;;;;;;;;;;
20200326:0611;134478.0;;;;;;;;;;
20200326:0711;502686.0;;;;;;;;;;
20200326:0811;894240.0;;;;;;;;;;
20200326:0911;1179072.0;;;;;;;;;;
20200326:1011;1371240.0;;;;;;;;;;
20200326:1111;1475658.0;;;;;;;;;;
20200326:1211;1474938.0;;;;;;;;;;
20200326:1311;1337274.0;;;;;;;;;;
20200326:1411;1090908.0;;;;;;;;;;
20200326:1511;767070.0;;;;;;;;;;
20200326:1611;362988.0;;;;;;;;;;
20200326:1711;9126.0;;;;;;;;;;
20200326:1811;0.0;;;;;;;;;;
20200326:1911;0.0;;;;;;;;;;
20200326:2011;0.0;;;;;;;;;;
20200326:2111;0.0;;;;;;;;;;
20200326:2211;0.0;;;;;;;;;;
20200326:2311;0.0;;;;;;;;;;
20200327:0011;0.0;;;;;;;;;;
20200327:0111;0.0;;;;;;;;;;
20200327:0211;0.0;;;;;;;;;;
20200327:0311;0.0;;;;;;;;;;
20200327:0411;0.0;;;;;;;;;;
20200327:0511;0.0;;;;;;;;;;
20200327:0611;130608.0;;;;;;;;;;
20200327:0711;471384.0;;;;;;;;;;
20200327:0811;824274.0;;;;;;;;;;
20200327:0911;1089918.0;;;;;;;;;;
20200327:1011;1267164.0;;;;;;;;;;
20200327:1111;1369854.0;;;;;;;;;;
20200327:1211;1386900.0;;;;;;;;;;
20200327:1311;1219050.0;;;;;;;;;;
20200327:1411;1003500.0;;;;;;;;;;
20200327:1511;708462.0;;;;;;;;;;
20200327:1611;339768.0;;;;;;;;;;
20200327:1711;10908.0;;;;;;;;;;
20200327:1811;0.0;;;;;;;;;;
20200327:1911;0.0;;;;;;;;;;
20200327:2011;0.0;;;;;;;;;;
20200327:2111;0.0;;;;;;;;;;
20200327:2211;0.0;;;;;;;;;;
20200327:2311;0.0;;;;;;;;;;
20200328:0011;0.0;;;;;;;;;;
20200328:0111;0.0;;;;;;;;;;
20200328:0211;0.0;;;;;;;;;;
20200328:0311;0.0;;;;;;;;;;
20200328:0411;0.0;;;;;;;;;;
20200328:0511;0.0;;;;;;;;;;
20200328:0611;145386.0;;;;;;;;;;
20200328:0711;515898.0;;;;;;;;;;
20200328:0811;877518.0;;;;;;;;;;
20200328:0911;1157472.0;;;;;;;;;;
20200328:1011;1322514.0;;;;;;;;;;
20200328:1111;1409778.0;;;;;;;;;;
20200328:1211;1411884.0;;;;;;;;;;
20200328:1311;1279890.0;;;;;;;;;;
20200328:1411;1047690.0;;;;;;;;;;
20200328:1511;741726.0;;;;;;;;;;
20200328:1611;362790.0;;;;;;;;;;
20200328:1711;14220.0;;;;;;;;;;
20200328:1811;0.0;;;;;;;;;;
20200328:1911;0.0;;;;;;;;;;
20200328:2011;0.0;;;;;;;;;;
20200328:2111;0.0;;;;;;;;;;
20200328:2211;0.0;;;;;;;;;;
20200328:2311;0.0;;;;;;;;;;
20200329:0011;0.0;;;;;;;;;;
20200329:0111;0.0;;;;;;;;;;
20200329:0211;0.0;;;;;;;;;;
20200329:0311;0.0;;;;;;;;;;
20200329:0411;0.0;;;;;;;;;;
20200329:0511;0.0;;;;;;;;;;
20200329:0611;117450.0;;;;;;;;;;
20200329:0711;61506.0;;;;;;;;;;
20200329:0811;99702.0;;;;;;;;;;
20200329:0911;101448.0;;;;;;;;;;
20200329:1011;238032.0;;;;;;;;;;
20200329:1111;510948.0;;;;;;;;;;
20200329:1211;469260.0;;;;;;;;;;
20200329:1311;252684.0;;;;;;;;;;
20200329:1411;190818.0;;;;;;;;;;
20200329:1511;404622.0;;;;;;;;;;
20200329:1611;203490.0;;;;;;;;;;
20200329:1711;7110.0;;;;;;;;;;
20200329:1811;0.0;;;;;;;;;;
20200329:1911;0.0;;;;;;;;;;
20200329:2011;0.0;;;;;;;;;;
20200329:2111;0.0;;;;;;;;;;
20200329:2211;0.0;;;;;;;;;;
20200329:2311;0.0;;;;;;;;;;
20200330:0011;0.0;;;;;;;;;;
20200330:0111;0.0;;;;;;;;;;
20200330:0211;0.0;;;;;;;;;;
20200330:0311;0.0;;;;;;;;;;
20200330:0411;0.0;;;;;;;;;;
20200330:0511;0.0;;;;;;;;;;
20200330:0611;114174.0;;;;;;;;;;
20200330:0711;251982.0;;;;;;;;;;
20200330:0811;418356.0;;;;;;;;;;
20200330:0911;309690.0;;;;;;;;;;
20200330:1011;593586.0;;;;;;;;;;
20200330:1111;336042.0;;;;;;;;;;
20200330:1211;382410.0;;;;;;;;;;
20200330:1311;154116.0;;;;;;;;;;
20200330:1411;126486.0;;;;;;;;;;
20200330:1511;175860.0;;;;;;;;;;
20200330:1611;159750.0;;;;;;;;;;
20200330:1711;13572.0;;;;;;;;;;
20200330:1811;0.0;;;;;;;;;;
20200330:1911;0.0;;;;;;;;;;
20200330:2011;0.0;;;;;;;;;;
20200330:2111;0.0;;;;;;;;;;
20200330:2211;0.0;;;;;;;;;;
20200330:2311;0.0;;;;;;;;;;
20200331:0011;0.0;;;;;;;;;;
20200331:0111;0.0;;;;;;;;;;
20200331:0211;0.0;;;;;;;;;;
20200331:0311;0.0;;;;;;;;;;
20200331:0411;0.0;;;;;;;;;;
20200331:0511;0.0;;;;;;;;;;
20200331:0611;137034.0;;;;;;;;;;
20200331:0711;394866.0;;;;;;;;;;
20200331:0811;736560.0;;;;;;;;;;
20200331:0911;1056582.0;;;;;;;;;;
20200331:1011;664326.0;;;;;;;;;;
20200331:1111;591966.0;;;;;;;;;;
20200331:1211;183924.0;;;;;;;;;;
20200331:1311;583722.0;;;;;;;;;;
20200331:1411;378684.0;;;;;;;;;;
20200331:1511;166734.0;;;;;;;;;;
20200331:1611;251262.0;;;;;;;;;;
20200331:1711;25092.0;;;;;;;;;;
20200331:1811;0.0;;;;;;;;;;
20200331:1911;0.0;;;;;;;;;;
20200331:2011;0.0;;;;;;;;;;
20200331:2111;0.0;;;;;;;;;;
20200331:2211;0.0;;;;;;;;;;
20200331:2311;0.0;;;;;;;;;;
20200401:0011;0.0;;;;;;;;;;
20200401:0111;0.0;;;;;;;;;;
20200401:0211;0.0;;;;;;;;;;
20200401:0311;0.0;;;;;;;;;;
20200401:0411;0.0;;;;;;;;;;
20200401:0511;738.0;;;;;;;;;;
20200401:0611;177858.0;;;;;;;;;;
20200401:0711;567684.0;;;;;;;;;;
20200401:0811;933516.0;;;;;;;;;;
20200401:0911;1205406.0;;;;;;;;;;
20200401:1011;1386234.0;;;;;;;;;;
20200401:1111;1390482.0;;;;;;;;;;
20200401:1211;860166.0;;;;;;;;;;
20200401:1311;525330.0;;;;;;;;;;
20200401:1411;192546.0;;;;;;;;;;
20200401:1511;717408.0;;;;;;;;;;
20200401:1611;118854.0;;;;;;;;;;
20200401:1711;11250.0;;;;;;;;;;
20200401:1811;0.0;;;;;;;;;;
20200401:1911;0.0;;;;;;;;;;
20200401:2011;0.0;;;;;;;;;;
20200401:2111;0.0;;;;;;;;;;
20200401:2211;0.0;;;;;;;;;;
20200401:2311;0.0;;;;;;;;;;
20200402:0011;0.0;;;;;;;;;;
20200402:0111;0.0;;;;;;;;;;
20200402:0211;0.0;;;;;;;;;;
20200402:0311;0.0;;;;;;;;;;
20200402:0411;0.0;;;;;;;;;;
20200402:0511;0.0;;;;;;;;;;
20200402:0611;128592.0;;;;;;;;;;
20200402:0711;333180.0;;;;;;;;;;
20200402:0811;674784.0;;;;;;;;;;
20200402:0911;957150.0;;;;;;;;;;
20200402:1011;520272.0;;;;;;;;;;
20200402:1111;265230.0;;;;;;;;;;
20200402:1211;291024.0;;;;;;;;;;
20200402:1311;186984.0;;;;;;;;;;
20200402:1411;132678.0;;;;;;;;;;
20200402:1511;236376.0;;;;;;;;;;
20200402:1611;117018.0;;;;;;;;;;
20200402:1711;8946.0;;;;;;;;;;
20200402:1811;0.0;;;;;;;;;;
20200402:1911;0.0;;;;;;;;;;
20200402:2011;0.0;;;;;;;;;;
20200402:2111;0.0;;;;;;;;;;
20200402:2211;0.0;;;;;;;;;;
20200402:2311;0.0;;;;;;;;;;
20200403:0011;0.0;;;;;;;;;;
20200403:0111;0.0;;;;;;;;;;
20200403:0211;0.0;;;;;;;;;;
20200403:0311;0.0;;;;;;;;;;
20200403:0411;0.0;;;;;;;;;;
20200403:0511;0.0;;;;;;;;;;
20200403:0611;192708.0;;;;;;;;;;
20200403:0711;580626.0;;;;;;;;;;
20200403:0811;842958.0;;;;;;;;;;
20200403:0911;942426.0;;;;;;;;;;
20200403:1011;1327212.0;;;;;;;;;;
20200403:1111;948708.0;;;;;;;;;;
20200403:1211;476208.0;;;;;;;;;;
20200403:1311;1047168.0;;;;;;;;;;
20200403:1411;637092.0;;;;;;;;;;
20200403:1511;666306.0;;;;;;;;;;
20200403:1611;341190.0;;;;;;;;;;
20200403:1711;21240.0;;;;;;;;;;
20200403:1811;0.0;;;;;;;;;;
20200403:1911;0.0;;;;;;;;;;
20200403:2011;0.0;;;;;;;;;;
20200403:2111;0.0;;;;;;;;;;
20200403:2211;0.0;;;;;;;;;;
20200403:2311;0.0;;;;;;;;;;
20200404:0011;0.0;;;;;;;;;;
20200404:0111;0.0;;;;;;;;;;
20200404:0211;0.0;;;;;;;;;;
20200404:0311;0.0;;;;;;;;;;
20200404:0411;0.0;;;;;;;;;;
20200404:0511;6714.0;;;;;;;;;;
20200404:0611;198504.0;;;;;;;;;;
20200404:0711;575640.0;;;;;;;;;;
20200404:0811;933012.0;;;;;;;;;;
20200404:0911;1170108.0;;;;;;;;;;
20200404:1011;1293768.0;;;;;;;;;;
20200404:1111;1363608.0;;;;;;;;;;
20200404:1211;1332216.0;;;;;;;;;;
20200404:1311;1214244.0;;;;;;;;;;
20200404:1411;1042254.0;;;;;;;;;;
20200404:1511;772128.0;;;;;;;;;;
20200404:1611;416106.0;;;;;;;;;;
20200404:1711;57510.0;;;;;;;;;;
20200404:1811;0.0;;;;;;;;;;
20200404:1911;0.0;;;;;;;;;;
20200404:2011;0.0;;;;;;;;;;
20200404:2111;0.0;;;;;;;;;;
20200404:2211;0.0;;;;;;;;;;
20200404:2311;0.0;;;;;;;;;;
20200405:0011;0.0;;;;;;;;;;
20200405:0111;0.0;;;;;;;;;;
20200405:0211;0.0;;;;;;;;;;
20200405:0311;0.0;;;;;;;;;;
20200405:0411;0.0;;;;;;;;;;
20200405:0511;10872.0;;;;;;;;;;
20200405:0611;204336.0;;;;;;;;;;
20200405:0711;566514.0;;;;;;;;;;
20200405:0811;919278.0;;;;;;;;;;
20200405:0911;1177218.0;;;;;;;;;;
20200405:1011;1340244.0;;;;;;;;;;
20200405:1111;1432008.0;;;;;;;;;;
20200405:1211;1447110.0;;;;;;;;;;
20200405:1311;1295460.0;;;;;;;;;;
20200405:1411;1082358.0;;;;;;;;;;
20200405:1511;796536.0;;;;;;;;;;
20200405:1611;414306.0;;;;;;;;;;
20200405:1711;69462.0;;;;;;;;;;
20200405:1811;0.0;;;;;;;;;;
20200405:1911;0.0;;;;;;;;;;
20200405:2011;0.0;;;;;;;;;;
20200405:2111;0.0;;;;;;;;;;
20200405:2211;0.0;;;;;;;;;;
20200405:2311;0.0;;;;;;;;;;
20200406:0011;0.0;;;;;;;;;;
20200406:0111;0.0;;;;;;;;;;
20200406:0211;0.0;;;;;;;;;;
20200406:0311;0.0;;;;;;;;;;
20200406:0411;0.0;;;;;;;;;;
20200406:0511;15066.0;;;;;;;;;;
20200406:0611;215010.0;;;;;;;;;;
20200406:0711;600948.0;;;;;;;;;;
20200406:0811;950904.0;;;;;;;;;;
20200406:0911;1203552.0;;;;;;;;;;
20200406:1011;1365066.0;;;;;;;;;;
20200406:1111;1421208.0;;;;;;;;;;
20200406:1211;1420002.0;;;;;;;;;;
20200406:1311;1294002.0;;;;;;;;;;
20200406:1411;1077498.0;;;;;;;;;;
20200406:1511;771066.0;;;;;;;;;;
20200406:1611;417294.0;;;;;;;;;;
20200406:1711;73350.0;;;;;;;;;;
20200406:1811;0.0;;;;;;;;;;
20200406:1911;0.0;;;;;;;;;;
20200406:2011;0.0;;;;;;;;;;
20200406:2111;0.0;;;;;;;;;;
20200406:2211;0.0;;;;;;;;;;
20200406:2311;0.0;;;;;;;;;;
20200407:0011;0.0;;;;;;;;;;
20200407:0111;0.0;;;;;;;;;;
20200407:0211;0.0;;;;;;;;;;
20200407:0311;0.0;;;;;;;;;;
20200407:0411;0.0;;;;;;;;;;
20200407:0511;14760.0;;;;;;;;;;
20200407:0611;197064.0;;;;;;;;;;
20200407:0711;244422.0;;;;;;;;;;
20200407:0811;901584.0;;;;;;;;;;
20200407:0911;1133820.0;;;;;;;;;;
20200407:1011;1297584.0;;;;;;;;;;
20200407:1111;1393488.0;;;;;;;;;;
20200407:1211;1372968.0;;;;;;;;;;
20200407:1311;1216566.0;;;;;;;;;;
20200407:1411;1010934.0;;;;;;;;;;
20200407:1511;738936.0;;;;;;;;;;
20200407:1611;406962.0;;;;;;;;;;
20200407:1711;76446.0;;;;;;;;;;
20200407:1811;0.0;;;;;;;;;;
20200407:1911;0.0;;;;;;;;;;
20200407:2011;0.0;;;;;;;;;;
20200407:2111;0.0;;;;;;;;;;
20200407:2211;0.0;;;;;;;;;;
20200407:2311;0.0;;;;;;;;;;
20200408:0011;0.0;;;;;;;;;;
20200408:0111;0.0;;;;;;;;;;
20200408:0211;0.0;;;;;;;;;;
20200408:0311;0.0;;;;;;;;;;
20200408:0411;0.0;;;;;;;;;;
20200408:0511;17172.0;;;;;;;;;;
20200408:0611;217080.0;;;;;;;;;;
20200408:0711;566640.0;;;;;;;;;;
20200408:0811;913446.0;;;;;;;;;;
20200408:0911;1156626.0;;;;;;;;;;
20200408:1011;1321470.0;;;;;;;;;;
20200408:1111;1378584.0;;;;;;;;;;
20200408:1211;1372140.0;;;;;;;;;;
20200408:1311;1241514.0;;;;;;;;;;
20200408:1411;1034802.0;;;;;;;;;;
20200408:1511;748818.0;;;;;;;;;;
20200408:1611;397386.0;;;;;;;;;;
20200408:1711;76032.0;;;;;;;;;;
20200408:1811;0.0;;;;;;;;;;
20200408:1911;0.0;;;;;;;;;;
20200408:2011;0.0;;;;;;;;;;
20200408:2111;0.0;;;;;;;;;;
20200408:2211;0.0;;;;;;;;;;
20200408:2311;0.0;;;;;;;;;;
20200409:0011;0.0;;;;;;;;;;
20200409:0111;0.0;;;;;;;;;;
20200409:0211;0.0;;;;;;;;;;
20200409:0311;0.0;;;;;;;;;;
20200409:0411;0.0;;;;;;;;;;
20200409:0511;19314.0;;;;;;;;;;
20200409:0611;221904.0;;;;;;;;;;
20200409:0711;531630.0;;;;;;;;;;
20200409:0811;915156.0;;;;;;;;;;
20200409:0911;1173330.0;;;;;;;;;;
20200409:1011;1341072.0;;;;;;;;;;
20200409:1111;1386270.0;;;;;;;;;;
20200409:1211;1354068.0;;;;;;;;;;
20200409:1311;951282.0;;;;;;;;;;
20200409:1411;678708.0;;;;;;;;;;
20200409:1511;325980.0;;;;;;;;;;
20200409:1611;298728.0;;;;;;;;;;
20200409:1711;74340.0;;;;;;;;;;
20200409:1811;0.0;;;;;;;;;;
20200409:1911;0.0;;;;;;;;;;
20200409:2011;0.0;;;;;;;;;;
20200409:2111;0.0;;;;;;;;;;
20200409:2211;0.0;;;;;;;;;;
20200409:2311;0.0;;;;;;;;;;
20200410:0011;0.0;;;;;;;;;;
20200410:0111;0.0;;;;;;;;;;
20200410:0211;0.0;;;;;;;;;;
20200410:0311;0.0;;;;;;;;;;
20200410:0411;0.0;;;;;;;;;;
20200410:0511;29610.0;;;;;;;;;;
20200410:0611;242748.0;;;;;;;;;;
20200410:0711;617706.0;;;;;;;;;;
20200410:0811;931806.0;;;;;;;;;;
20200410:0911;1153440.0;;;;;;;;;;
20200410:1011;1286118.0;;;;;;;;;;
20200410:1111;1384272.0;;;;;;;;;;
20200410:1211;1375830.0;;;;;;;;;;
20200410:1311;1233792.0;;;;;;;;;;
20200410:1411;1022472.0;;;;;;;;;;
20200410:1511;796248.0;;;;;;;;;;
20200410:1611;442548.0;;;;;;;;;;
20200410:1711;95400.0;;;;;;;;;;
20200410:1811;0.0;;;;;;;;;;
20200410:1911;0.0;;;;;;;;;;
20200410:2011;0.0;;;;;;;;;;
20200410:2111;0.0;;;;;;;;;;
20200410:2211;0.0;;;;;;;;;;
20200410:2311;0.0;;;;;;;;;;
20200411:0011;0.0;;;;;;;;;;
20200411:0111;0.0;;;;;;;;;;
20200411:0211;0.0;;;;;;;;;;
20200411:0311;0.0;;;;;;;;;;
20200411:0411;0.0;;;;;;;;;;
20200411:0511;28278.0;;;;;;;;;;
20200411:0611;245664.0;;;;;;;;;;
20200411:0711;609156.0;;;;;;;;;;
20200411:0811;931320.0;;;;;;;;;;
20200411:0911;1173564.0;;;;;;;;;;
20200411:1011;1331874.0;;;;;;;;;;
20200411:1111;1372824.0;;;;;;;;;;
20200411:1211;1385982.0;;;;;;;;;;
20200411:1311;1272168.0;;;;;;;;;;
20200411:1411;1056168.0;;;;;;;;;;
20200411:1511;764460.0;;;;;;;;;;
20200411:1611;422838.0;;;;;;;;;;
20200411:1711;90630.0;;;;;;;;;;
20200411:1811;0.0;;;;;;;;;;
20200411:1911;0.0;;;;;;;;;;
20200411:2011;0.0;;;;;;;;;;
20200411:2111;0.0;;;;;;;;;;
20200411:2211;0.0;;;;;;;;;;
20200411:2311;0.0;;;;;;;;;;
20200412:0011;0.0;;;;;;;;;;
20200412:0111;0.0;;;;;;;;;;
20200412:0211;0.0;;;;;;;;;;
20200412:0311;0.0;;;;;;;;;;
20200412:0411;0.0;;;;;;;;;;
20200412:0511;35748.0;;;;;;;;;;
20200412:0611;250020.0;;;;;;;;;;
20200412:0711;611244.0;;;;;;;;;;
20200412:0811;931734.0;;;;;;;;;;
20200412:0911;1158588.0;;;;;;;;;;
20200412:1011;1313568.0;;;;;;;;;;
20200412:1111;1387530.0;;;;;;;;;;
20200412:1211;1373310.0;;;;;;;;;;
20200412:1311;1250118.0;;;;;;;;;;
20200412:1411;984402.0;;;;;;;;;;
20200412:1511;599670.0;;;;;;;;;;
20200412:1611;421596.0;;;;;;;;;;
20200412:1711;89226.0;;;;;;;;;;
20200412:1811;0.0;;;;;;;;;;
20200412:1911;0.0;;;;;;;;;;
20200412:2011;0.0;;;;;;;;;;
20200412:2111;0.0;;;;;;;;;;
20200412:2211;0.0;;;;;;;;;;
20200412:2311;0.0;;;;;;;;;;
20200413:0011;0.0;;;;;;;;;;
20200413:0111;0.0;;;;;;;;;;
20200413:0211;0.0;;;;;;;;;;
20200413:0311;0.0;;;;;;;;;;
20200413:0411;0.0;;;;;;;;;;
20200413:0511;11682.0;;;;;;;;;;
20200413:0611;161946.0;;;;;;;;;;
20200413:0711;451620.0;;;;;;;;;;
20200413:0811;908316.0;;;;;;;;;;
20200413:0911;1227708.0;;;;;;;;;;
20200413:1011;1439424.0;;;;;;;;;;
20200413:1111;1292382.0;;;;;;;;;;
20200413:1211;1359540.0;;;;;;;;;;
20200413:1311;836082.0;;;;;;;;;;
20200413:1411;632088.0;;;;;;;;;;
20200413:1511;768924.0;;;;;;;;;;
20200413:1611;170766.0;;;;;;;;;;
20200413:1711;98226.0;;;;;;;;;;
20200413:1811;0.0;;;;;;;;;;
20200413:1911;0.0;;;;;;;;;;
20200413:2011;0.0;;;;;;;;;;
20200413:2111;0.0;;;;;;;;;;
20200413:2211;0.0;;;;;;;;;;
20200413:2311;0.0;;;;;;;;;;
20200414:0011;0.0;;;;;;;;;;
20200414:0111;0.0;;;;;;;;;;
20200414:0211;0.0;;;;;;;;;;
20200414:0311;0.0;;;;;;;;;;
20200414:0411;0.0;;;;;;;;;;
20200414:0511;24444.0;;;;;;;;;;
20200414:0611;279324.0;;;;;;;;;;
20200414:0711;681894.0;;;;;;;;;;
20200414:0811;1023084.0;;;;;;;;;;
20200414:0911;1077840.0;;;;;;;;;;
20200414:1011;1422666.0;;;;;;;;;;
20200414:1111;1514052.0;;;;;;;;;;
20200414:1211;1486836.0;;;;;;;;;;
20200414:1311;1297548.0;;;;;;;;;;
20200414:1411;872208.0;;;;;;;;;;
20200414:1511;396432.0;;;;;;;;;;
20200414:1611;209340.0;;;;;;;;;;
20200414:1711;74394.0;;;;;;;;;;
20200414:1811;0.0;;;;;;;;;;
20200414:1911;0.0;;;;;;;;;;
20200414:2011;0.0;;;;;;;;;;
20200414:2111;0.0;;;;;;;;;;
20200414:2211;0.0;;;;;;;;;;
20200414:2311;0.0;;;;;;;;;;
20200415:0011;0.0;;;;;;;;;;
20200415:0111;0.0;;;;;;;;;;
20200415:0211;0.0;;;;;;;;;;
20200415:0311;0.0;;;;;;;;;;
20200415:0411;0.0;;;;;;;;;;
20200415:0511;45180.0;;;;;;;;;;
20200415:0611;157104.0;;;;;;;;;;
20200415:0711;613170.0;;;;;;;;;;
20200415:0811;528660.0;;;;;;;;;;
20200415:0911;757872.0;;;;;;;;;;
20200415:1011;1139796.0;;;;;;;;;;
20200415:1111;1494936.0;;;;;;;;;;
20200415:1211;1424988.0;;;;;;;;;;
20200415:1311;1317474.0;;;;;;;;;;
20200415:1411;1118466.0;;;;;;;;;;
20200415:1511;411498.0;;;;;;;;;;
20200415:1611;472104.0;;;;;;;;;;
20200415:1711;110160.0;;;;;;;;;;
20200415:1811;0.0;;;;;;;;;;
20200415:1911;0.0;;;;;;;;;;
20200415:2011;0.0;;;;;;;;;;
20200415:2111;0.0;;;;;;;;;;
20200415:2211;0.0;;;;;;;;;;
20200415:2311;0.0;;;;;;;;;;
20200416:0011;0.0;;;;;;;;;;
20200416:0111;0.0;;;;;;;;;;
20200416:0211;0.0;;;;;;;;;;
20200416:0311;0.0;;;;;;;;;;
20200416:0411;0.0;;;;;;;;;;
20200416:0511;34272.0;;;;;;;;;;
20200416:0611;276408.0;;;;;;;;;;
20200416:0711;638280.0;;;;;;;;;;
20200416:0811;930888.0;;;;;;;;;;
20200416:0911;1190700.0;;;;;;;;;;
20200416:1011;1248588.0;;;;;;;;;;
20200416:1111;1105776.0;;;;;;;;;;
20200416:1211;1309356.0;;;;;;;;;;
20200416:1311;1200978.0;;;;;;;;;;
20200416:1411;1039230.0;;;;;;;;;;
20200416:1511;730692.0;;;;;;;;;;
20200416:1611;452898.0;;;;;;;;;;
20200416:1711;103068.0;;;;;;;;;;
20200416:1811;0.0;;;;;;;;;;
20200416:1911;0.0;;;;;;;;;;
20200416:2011;0.0;;;;;;;;;;
20200416:2111;0.0;;;;;;;;;;
20200416:2211;0.0;;;;;;;;;;
20200416:2311;0.0;;;;;;;;;;
20200417:0011;0.0;;;;;;;;;;
20200417:0111;0.0;;;;;;;;;;
20200417:0211;0.0;;;;;;;;;;
