snapshots,v1,v2,v3,v4,v5,v6,v7,v8
08.01.2022 06:00,88.19984918,35.59997152,34.87996268,126.719578,79.999824,327.1994798,55.95990599,16.92
08.01.2022 07:00,103.0398238,42.23996621,75.43991928,140.1995331,90.71980042,307.8795105,57.83990283,18.04
08.01.2022 08:00,143.3597549,214.1198287,110.4398818,137.6395417,131.6797103,317.6794949,69.51988321,18.36
08.01.2022 09:00,239.8395899,559.5595524,112.1998799,170.7994312,226.2795022,315.3994985,106.519821,19.2
08.01.2022 10:00,307.3194745,636.4794908,151.2798381,195.9993473,285.9593709,305.5995141,137.9597682,20.76
08.01.2022 11:00,308.9194717,623.3195013,207.9197775,200.8393312,290.91936,281.6395522,167.279719,21.52
08.01.2022 12:00,320.6794516,613.1995094,227.5597565,207.9993074,291.9593577,250.2796021,232.2396098,19.88
08.01.2022 13:00,300.7594857,548.2395614,208.8397765,208.2393066,278.0793882,209.2796672,256.9595683,19.52
08.01.2022 14:00,249.4795734,414.959668,203.1597826,202.0393272,225.7595033,159.0397471,238.8395987,20.72
08.01.2022 15:00,228.07961,402.479678,207.9197775,182.2393931,202.0395555,145.2397691,192.5596765,20.16
08.01.2022 16:00,251.47957,449.2396406,238.6797446,179.9594007,259.7194286,146.7197667,152.6397436,16.32
08.01.2022 17:00,268.1595414,366.239707,265.8797155,189.1193702,291.9593577,138.1197804,156.7997366,16.28
08.01.2022 18:00,274.9995298,226.0398192,302.0796768,193.679355,304.1593308,150.319761,192.279677,17.84
08.01.2022 19:00,235.9595965,123.0399016,333.0796436,205.5593155,280.8793821,152.9997567,241.1195949,18.4
08.01.2022 20:00,160.4797256,75.9999392,327.7996493,194.6393519,197.5195655,117.5198131,258.319566,18.16
08.01.2022 21:00,129.1997791,51.71995862,322.5996548,160.7994645,143.159685,90.55985601,263.2795577,16.76
08.01.2022 22:00,113.8398053,45.71996342,289.71969,145.7195148,117.7597409,78.39987534,242.3195929,18.56
08.01.2022 23:00,102.0798254,38.83996893,218.5197662,141.3995291,96.07978862,71.79988584,179.5196984,17.36
09.01.2022 00:00,96.59983481,35.31997174,146.6398431,131.839561,85.23981247,73.15988368,114.8398071,16.44
09.01.2022 01:00,97.11983393,32.59997392,98.51989458,128.1995731,81.55982057,116.4798148,90.79984746,16.4
09.01.2022 02:00,99.79982934,33.1199735,66.55992878,134.6395517,78.87982646,241.2396164,81.67986278,20.96
09.01.2022 03:00,86.63985185,33.35997331,45.43995138,127.639575,78.07982822,265.399578,64.39989181,17
09.01.2022 04:00,84.63985527,31.67997466,42.2399548,118.919604,76.63983139,258.8395884,62.11989564,16.8
09.01.2022 05:00,87.27985075,31.43997485,41.87995519,114.2396196,76.23983227,304.4795159,58.91990101,16.84
09.01.2022 06:00,92.99984097,34.27997258,34.87996268,126.3195794,80.23982347,336.9194643,59.8798994,18.04
09.01.2022 07:00,102.1998252,37.1199703,74.19992061,137.7195414,92.35979681,337.8394628,58.91990101,18.04
09.01.2022 08:00,147.3197481,37.63996989,96.27989698,135.3195494,162.4396426,322.8794866,68.43988502,16.64
09.01.2022 09:00,220.0796237,49.67996026,91.75990182,169.2794363,246.5194577,261.7995837,91.87984564,17.32
09.01.2022 10:00,256.5595613,65.83994733,143.1598468,191.7993613,281.0393817,207.4796701,108.1998182,16.6
09.01.2022 11:00,269.7195388,74.91994006,206.9197786,193.9593541,295.8393492,188.7996998,175.5597051,17
09.01.2022 12:00,277.1595261,72.83994173,234.6397489,197.9993407,295.0393509,163.7197397,247.1995847,16.36
09.01.2022 13:00,265.7195456,65.47994762,227.119757,196.6393452,292.3593568,168.6397319,246.7995854,17.44
09.01.2022 14:00,236.1995961,53.55995715,238.1997451,186.9993773,266.799413,140.1197772,237.0396018,19.24
09.01.2022 15:00,179.3596933,43.83996493,237.0397464,155.0394837,188.159586,94.47984978,240.9195953,15.88
09.01.2022 16:00,129.5997784,44.51996438,236.2397472,134.9195507,123.2797288,84.7198653,247.4795842,18
